央视频道,#genre#
阜阳公共,http://120.210.193.151:8006/120000001002/XMTfygg/1.m3u8
阜阳教育,http://120.210.193.151:8006/120000001002/XMTfyjy/1.m3u8
阜阳新闻,http://120.210.193.151:8006/120000001002/XMTfyxw/1.m3u8
滁州新闻,http://120.210.193.151:8006/120000001002/XMTchzxw/1.m3u8
淮北新闻,http://120.210.193.151:8006/120000001002/XMThbxw/1.m3u8
淮南新闻,http://120.210.193.151:8006/120000001002/XMThnxw/1.m3u8
黄山公共,http://120.210.193.151:8006/120000001002/XMThsgg/1.m3u8
黄山新闻,http://120.210.193.151:8006/120000001002/XMThsxw/1.m3u8
屯溪融媒,http://120.210.193.151:8006/120000001002/XMTtxrm/1.m3u8
六安新闻,http://120.210.193.151:8006/120000001002/XMTlaxw/1.m3u8
宿州新闻,http://120.210.193.151:8006/120000001002/XMTszxw/1.m3u8
铜陵新闻,http://120.210.193.151:8006/120000001002/XMTtlxw/1.m3u8
芜湖公共,http://120.210.193.151:8006/120000001002/XMTwhgg/1.m3u8
芜湖教育,http://120.210.193.151:8006/120000001002/XMTwhjy/1.m3u8
芜湖生活,http://120.210.193.151:8006/120000001002/XMTwhsh/1.m3u8
芜湖新闻,http://120.210.193.151:8006/120000001002/XMTwhxxw/1.m3u8
宣城新闻,http://120.210.193.151:8006/120000001002/XMTxcxw/1.m3u8
马鞍山公共,http://120.210.193.151:8006/120000001002/XMTmasgg/1.m3u8
马鞍山新闻,http://120.210.193.151:8006/120000001002/XMTmasxw/1.m3u8
霍邱频道,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/SD12-576P-huoqiu/1.m3u8
霍山新闻,http://120.210.193.151:8006/120000001002/XMTah_lahsxw/1.m3u8


付费频道,#genre#
CCTV-央视台球,http://120.210.193.151:8006/120000001002/XMTystq/1.m3u8
CCTV-高尔夫·网球,http://120.210.193.151:8006/120000001002/XMTgolf/1.m3u8
CCTV-电视指南,http://120.210.193.151:8006/120000001002/XMTdszn/1.m3u8
CCTV-央视精品,http://120.210.193.151:8006/120000001002/XMTysjp/1.m3u8
CCTV-女性时尚,http://120.210.193.151:8006/120000001002/XMTnxss/1.m3u8
CCTV-怀旧剧场,http://120.210.193.151:8006/120000001002/XMThjjc/1.m3u8
CCTV-风云剧场,http://120.210.193.151:8006/120000001002/XMTfyjc/1.m3u8
CCTV-第一剧场,http://120.210.193.151:8006/120000001002/XMTdyjc/1.m3u8
CCTV-兵器科技,http://120.210.193.151:8006/120000001002/XMTbqsd/1.m3u8
CCTV-风云足球,http://120.210.193.151:8006/120000001002/XMTfyzq/1.m3u8
CCTV-风云音乐,http://120.210.193.151:8006/120000001002/XMTfyyy/1.m3u8
CCTV-世界地理,http://120.210.193.151:8006/120000001002/XMTsjdl/1.m3u8

精彩频道,#genre#
CHC动作电影,http://120.210.193.151:8006/120000001002/XMTdzdy/1.m3u8
CHC家庭影院,http://120.210.193.151:8006/120000001002/XMTjtyy/1.m3u8
CHC影迷电影,http://120.210.193.151:8006/120000001002/XMTgqdy/1.m3u8
东方财经,http://120.210.193.151:8006/120000001002/XMTdfcj/1.m3u8
动漫秀场,http://120.210.193.151:8006/120000001002/XMTdmxc/1.m3u8
七彩戏剧,http://120.210.193.151:8006/120000001002/XMTqcxj/1.m3u8
快乐垂钓,http://120.210.193.151:8006/120000001002/XMTklcd/1.m3u8
睛彩安徽,http://120.210.193.151:8006/120000001002/XMTjcah/index.m3u8
金色频道,http://120.210.193.151:8006/120000001002/XMTjspd/1.m3u8
足球频道,http://120.210.193.151:8006/120000001002/XMTzqpd/index.m3u8
茶频道,http://120.210.193.151:8006/120000001002/XMTcha/1.m3u8
梨园,http://120.210.193.151:8006/120000001002/XMTliyuan/1.m3u8
文物,http://120.210.193.151:8006/120000001002/XMTwenwu/1.m3u8
武术,http://120.210.193.151:8006/120000001002/XMTwushu/1.m3u8
CGTN,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-news/1.m3u8
CGTN,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctvennews/1.m3u8
CETV-1,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jiaoyutv/1.m3u8
CETV-2,http://120.210.193.151:8006/120000001002/XMTcetv-2/index.m3u8
CETV-4,http://120.210.193.151:8006/120000001002/XMTcetv-4/index.m3u8

高清频道,#genre#
动作电影,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/dongzuody/1.m3u8
爱情喜剧,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/aiqingxj/1.m3u8
黑莓电影,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jdianying/1.m3u8
黑莓动画,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/donghuawg/1.m3u8
超级电视剧,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-NEWTV08/1.m3u8
