央视频道,#genre#
黑龙江卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227210/10000100000000060000000000680015_0.smil
云南卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227301/10000100000000060000000001945852_0.smil
甘肃卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227362/10000100000000060000000001951611_0.smil
广西卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227105/10000100000000060000000000637589_0.smil
贵州卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227310/10000100000000060000000001945854_0.smil
海南卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227303/10000100000000060000000001945869_0.smil

超清频道,#genre#
CCTV4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227371/548591709.smil
湖南卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227393/796388549.smil
江苏卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227398/796414327.smil
浙江卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227400/796432153.smil
东方卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227402/796552555.smil
四川卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227404/796574813.smil
山东卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227406/796588506.smil
北京卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227384/712205226.smil
广东卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227388/757998294.smil
深圳卫视4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227387/758004386.smil

江西频道,#genre#
江西都市,rtsp://118.212.169.134/PLTV/88888888/224/3221227290/10000100000000060000000001722654_0.smil
江西经济,rtsp://118.212.169.134/PLTV/88888888/224/3221227092/10000100000000060000000000610996_0.smil
江西影视,rtsp://118.212.169.134/PLTV/88888888/224/3221227287/10000100000000060000000001899760_0.smil
公共农业,rtsp://118.212.169.134/PLTV/88888888/224/3221226948/10000100000000060000000000527279_0.smil
江西少儿,rtsp://118.212.169.134/PLTV/88888888/224/3221227089/10000100000000060000000000582672_0.smil
江西新闻,rtsp://118.212.169.134/PLTV/88888888/224/3221227051/10000100000000060000000000571126_0.smil
江西移动,rtsp://118.212.169.134/PLTV/88888888/224/3221227285/10000100000000060000000001842697_0.smil
江西教育,rtsp://118.212.169.134/PLTV/88888888/224/3221227283/10000100000000060000000001741171_0.smil
江西陶瓷,rtsp://118.212.169.134/PLTV/88888888/224/3221227357/424881167.smil

付费频道,#genre#
CHC影迷电影,rtsp://118.212.169.134/PLTV/88888888/224/3221227215/10000100000000060000000000680163_0.smil
CHC家庭影院,rtsp://118.212.169.134/PLTV/88888888/224/3221227213/10000100000000060000000000680164_0.smil
CHC动作电影,rtsp://118.212.169.134/PLTV/88888888/224/3221227214/10000100000000060000000000680177_0.smil
CCTV-第一剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227225/10000100000000060000000000680077_0.smil
CCTV-风云音乐,rtsp://118.212.169.134/PLTV/88888888/224/3221227226/10000100000000060000000000680078_0.smil
CCTV-风云剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227223/10000100000000060000000000680087_0.smil
CCTV-怀旧剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227224/10000100000000060000000000680135_0.smil
CCTV-世界地理,rtsp://118.212.169.134/PLTV/88888888/224/3221227222/10000100000000060000000000680136_0.smil
CCTV-央视台球,rtsp://118.212.169.134/PLTV/88888888/224/3221227221/10000100000000060000000000680137_0.smil
CCTV-女性时尚,rtsp://118.212.169.134/PLTV/88888888/224/3221227219/10000100000000060000000000680138_0.smil
CCTV-央视精品,rtsp://118.212.169.134/PLTV/88888888/224/3221227220/10000100000000060000000000680139_0.smil
CCTV-高尔夫网球,rtsp://118.212.169.134/PLTV/88888888/224/3221227217/10000100000000060000000000680140_0.smil
CCTV-风云足球,rtsp://118.212.169.134/PLTV/88888888/224/3221227218/10000100000000060000000000680161_0.smil
CCTV-兵器科技,rtsp://118.212.169.134/PLTV/88888888/224/3221227216/10000100000000060000000000680162_0.smil
CCTV-武术世界,rtsp://118.212.169.134/PLTV/88888888/224/3221227278/10000100000000060000000001646403_0.smil

高清频道,#genre#
金鹰卡通,rtsp://118.212.169.134/PLTV/88888888/224/3221227312/10000100000000060000000001945876_0.smil
金鹰纪实,rtsp://118.212.169.134/PLTV/88888888/224/3221227039/10000100000000060000000000570897_0.smil
东方卫视,rtsp://118.212.169.134/PLTV/88888888/224/3221227040/10000100000000060000000000570944_0.smil
快乐垂钓,rtsp://118.212.169.134/PLTV/88888888/224/3221227048/10000100000000060000000000571123_0.smil
新动漫,rtsp://118.212.169.134/PLTV/88888888/224/3221227212/10000100000000060000000000680199_0.smil
先锋乒羽,rtsp://118.212.169.134/PLTV/88888888/224/3221227209/10000100000000060000000000680201_0.smil
茶频道,rtsp://118.212.169.134/PLTV/88888888/224/3221227052/10000100000000060000000000571127_0.smil
爱体育,rtsp://118.212.169.134/PLTV/88888888/224/3221227358/10000100000000060000000001946631_0.smil
CETV-1,rtsp://118.212.169.134/PLTV/88888888/224/3221227044/10000100000000060000000000571119_0.smil
CETV-2,rtsp://118.212.169.134/PLTV/88888888/224/3221227289/10000100000000060000000001945784_0.smil
CETV-4,rtsp://118.212.169.134/PLTV/88888888/224/3221226985/10000100000000060000000000568688_0.smil
CGTN英语,rtsp://118.212.169.134/PLTV/88888888/224/3221227293/10000100000000060000000001945845_0.smil
CGTN纪录,rtsp://118.212.169.134/PLTV/88888888/224/3221227295/10000100000000060000000001945846_0.smil
CGTN西班牙语,rtsp://118.212.169.134/PLTV/88888888/224/3221227302/10000100000000060000000001945847_0.smil
CGTN法语,rtsp://118.212.169.134/PLTV/88888888/224/3221227304/10000100000000060000000001945848_0.smil
CGTN阿拉伯语,rtsp://118.212.169.134/PLTV/88888888/224/3221227297/10000100000000060000000001945849_0.smil
CGTN俄语,rtsp://118.212.169.134/PLTV/88888888/224/3221227299/10000100000000060000000001945850_0.smil

精彩频道,#genre#
求索纪录,rtsp://118.212.169.134/PLTV/88888888/224/3221227269/10000100000000060000000001646407_0.smil
生态环境,rtsp://118.212.169.134/PLTV/88888888/224/3221227275/10000100000000060000000001646425_0.smil
文物宝库,rtsp://118.212.169.134/PLTV/88888888/224/3221227273/10000100000000060000000001646408_0.smil
家庭理财,rtsp://118.212.169.134/PLTV/88888888/224/3221227280/10000100000000060000000001646426_0.smil
车迷频道,rtsp://118.212.169.134/PLTV/88888888/224/3221227282/10000100000000060000000001646427_0.smil
梨园频道,rtsp://118.212.169.134/PLTV/88888888/224/3221227267/10000100000000060000000001646411_0.smil
四海钓鱼,rtsp://118.212.169.134/PLTV/88888888/224/3221227277/10000100000000060000000001646431_0.smil
中华特产,rtsp://118.212.169.134/PLTV/88888888/224/3221227279/10000100000000060000000001646439_0.smil
中国天气,rtsp://118.212.169.134/PLTV/88888888/224/3221227288/10000100000000060000000001646552_0.smil
证券服务,rtsp://118.212.169.134/PLTV/88888888/224/3221227286/10000100000000060000000001646447_0.smil
百姓健康,rtsp://118.212.169.134/PLTV/88888888/224/3221227276/10000100000000060000000001646451_0.smil
财富天下,rtsp://118.212.169.134/PLTV/88888888/224/3221227296/10000100000000060000000001842698_0.smil
少儿动画,rtsp://118.212.169.134/PLTV/88888888/224/3221227318/10000100000000060000000001945936_0.smil
魅力时尚,rtsp://118.212.169.134/PLTV/88888888/224/3221227313/10000100000000060000000001946380_0.smil
热播剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227320/10000100000000060000000001946381_0.smil
经典电影,rtsp://118.212.169.134/PLTV/88888888/224/3221227322/10000100000000060000000001946404_0.smil
爱综艺,rtsp://118.212.169.134/PLTV/88888888/224/3221227360/10000100000000060000000001946764_0.smil
收视指南,rtsp://118.212.169.134/PLTV/88888888/224/3221227319/10000100000000060000000001946421_0.smil

综合频道,#genre#
IPTV谍战剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227326/10000100000000060000000001946425_0.smil
IPTV相声小品,rtsp://118.212.169.134/PLTV/88888888/224/3221227328/10000100000000060000000001946430_0.smil
IPTV野外,rtsp://118.212.169.134/PLTV/88888888/224/3221227321/10000100000000060000000001946431_0.smil
IPTV法治,rtsp://118.212.169.134/PLTV/88888888/224/3221227330/10000100000000060000000001946436_0.smil
城市剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227323/10000100000000060000000001946445_0.smil
军旅剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227325/10000100000000060000000001946464_0.smil
古装剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227332/10000100000000060000000001946519_0.smil
喜剧影院,rtsp://118.212.169.134/PLTV/88888888/224/3221227334/10000100000000060000000001946520_0.smil
动作影院,rtsp://118.212.169.134/PLTV/88888888/224/3221227327/10000100000000060000000001946521_0.smil
家庭影院,rtsp://118.212.169.134/PLTV/88888888/224/3221227336/10000100000000060000000001946522_0.smil
音乐现场,rtsp://118.212.169.134/PLTV/88888888/224/3221227338/10000100000000060000000001946523_0.smil
武侠剧场,rtsp://118.212.169.134/PLTV/88888888/224/3221227329/10000100000000060000000001946542_0.smil
