央视频道,#genre#
五星体育,http://live.zhongping.jsinfo.net:6060/live/program/live/wxtyhd8m/8000000/mnf.m3u8?m3u8_level=2
上海纪实,http://live.zhongping.jsinfo.net:6060/live/program/live/jspdhd/4000000/mnf.m3u8?m3u8_level=2
东方影视,http://live.zhongping.jsinfo.net:6060/live/program/live/dfyshd8m/8000000/mnf.m3u8?m3u8_level=2
上视外语,http://live.zhongping.jsinfo.net:6060/live/program/live/icshd8m/8000000/mnf.m3u8?m3u8_level=2
七彩戏剧,http://live.zhongping.jsinfo.net:6060/live/program/live/qcxjhd8m/8000000/mnf.m3u8?m3u8_level=2
上海教育,http://live.zhongping.jsinfo.net:6060/live/program/live/setvhd/8000000/mnf.m3u8?m3u8_level=2
东方财经,http://live.zhongping.jsinfo.net:6060/live/program/live/dfcjhd8m/8000000/mnf.m3u8?m3u8_level=2

精彩频道,#genre#
全纪实,http://live.zhongping.jsinfo.net:6060/live/program/live/qjshd8m/8000000/mnf.m3u8?m3u8_level=2
都市剧场,http://live.zhongping.jsinfo.net:6060/live/program/live/dsjc8m/8000000/mnf.m3u8?m3u8_level=2
动漫秀场,http://live.zhongping.jsinfo.net:6060/live/program/live/dmxc8m/8000000/mnf.m3u8?m3u8_level=2
法治天地,http://live.zhongping.jsinfo.net:6060/live/program/live/fztd8m/8000000/mnf.m3u8?m3u8_level=2
金色学堂,http://live.zhongping.jsinfo.net:6060/live/program/live/jingsepd8m/8000000/mnf.m3u8?m3u8_level=2
魅力足球,http://live.zhongping.jsinfo.net:6060/live/program/live/mlyyhd8m/8000000/mnf.m3u8?m3u8_level=2
高尔夫网球,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_CCTV-GOLF-CQ/G_CCTV-GOLF-CQ/1.m3u8?m3u8_level=2
发现之旅,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_FAXIANZL/1.m3u8?m3u8_level=2
老故事,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_LAOGUSHI/1.m3u8?m3u8_level=2
职业指南,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_ZHIYEZN/1.m3u8?m3u8_level=2
卡酷少儿,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_KAKU/1.m3u8?m3u8_level=2
优漫卡通,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_YOUMAN/1.m3u8?m3u8_level=2
炫动卡通,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_XUANDONG/1.m3u8?m3u8_level=2
金鹰卡通,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_JINYING/1.m3u8?m3u8_level=2
嘉佳卡通,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_JIAJIA/1.m3u8?m3u8_level=2
置业频道,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_ZHIYE/G_ZHIYE/1.m3u8?m3u8_level=2
京视剧场,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_JINGJU/1.m3u8?m3u8_level=2
弈坛春秋,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_YITANCQ/G_YITANCQ/1.m3u8?m3u8_level=2
家庭理财,http://yinhelive.zhongping.jsinfo.net:6060/gitv_live/G_JIATINGLC/1.m3u8?m3u8_level=2

高清频道,#genre#
欢笑剧场4k,http://live.zhongping.jsinfo.net:6060/live/program/live/hxjc4k/15000000/mnf.m3u8?m3u8_level=2
欢笑剧场,http://live.zhongping.jsinfo.net:6060/live/program/live/hxjc8m/8000000/mnf.m3u8?m3u8_level=2
劲爆体育,http://live.zhongping.jsinfo.net:6060/live/program/live/jbtyhd8m/8000000/mnf.m3u8?m3u8_level=2
快乐垂钓,http://live.zhongping.jsinfo.net:6060/live/program/live/klcd8m/8000000/mnf.m3u8?m3u8_level=2
金鹰纪实,http://live.zhongping.jsinfo.net:6060/live/program/live/jyjs8m/8000000/mnf.m3u8?m3u8_level=2
戏曲精选,http://live.zhongping.jsinfo.net:6060/live/program/live/xqjx8m/8000000/mnf.m3u8?m3u8_level=2
生活时尚,http://live.zhongping.jsinfo.net:6060/live/program/live/shss8m/8000000/mnf.m3u8?m3u8_level=2
新视觉,http://live.zhongping.jsinfo.net:6060/live/program/live/xsjhd8m/8000000/mnf.m3u8?m3u8_level=2
游戏风云,http://live.zhongping.jsinfo.net:6060/live/program/live/yxfy8m/8000000/mnf.m3u8?m3u8_level=2
热门综艺,http://live.zhongping.jsinfo.net:6060/live/program/live/rmzy8m/8000000/mnf.m3u8?m3u8_level=2
超级体育,http://live.zhongping.jsinfo.net:6060/live/program/live/qcsj8m/8000000/mnf.m3u8?m3u8_level=2
